frame,left_knee,right_knee,left_elbow,right_elbow,left_shoulder,right_shoulder
10.0,178.64979861559127,153.37596420274335,43.519317126847575,149.75601957316024,33.83046355300024,72.24195344418807
11.0,179.04669895882873,179.37622436907787,98.8935689525282,138.1125441490862,43.60182521527112,48.093537577362625
12.0,177.27829740276624,178.00852768178623,147.05455672974074,161.30343332800513,17.911673876128585,44.599688849852654
12.0,175.82889265324167,179.2651805796279,139.54357996213665,173.8129772461348,11.017113564134364,40.95160313551329
22.0,162.17408858864215,162.0652210359598,155.2231357173149,142.05120652820835,13.828520785227825,3.8405996695263798
23.0,162.03546892334813,161.6879058692087,157.3818356709972,147.39340993049504,13.166017335651475,5.419211403828026
28.0,147.23673275958174,137.73361813297245,157.03957550327166,169.9213404614168,27.409451019490678,37.219216858910706
29.0,147.9950042040746,146.9788646039181,169.10946575477212,149.0288787324109,31.29062041642639,27.926305041430904
30.0,147.37287534198998,155.94558627001197,151.00688789328666,112.1826513500653,31.227418768998632,8.816950237505056
36.0,148.74620046818376,154.03376707033064,148.2652755669103,128.14123565921406,21.76813484722532,8.813401991169044
37.0,147.49898211944702,153.64961202509946,141.50605147480033,116.88883988751783,18.221985804430506,1.8983797999854772
38.0,150.99716587649888,155.08818301279987,131.56760021891608,112.97918063123062,18.30899658095392,4.385422642983681
39.0,149.35215801082916,150.75796469126402,135.75882583565476,117.35778717198366,18.31759368963698,0.6804682939394973
40.0,153.8553140895956,157.24843580189005,151.0763522466207,124.43485835545843,25.435895403671427,7.770443438420099
41.0,148.54548074089323,151.18107880799462,132.66879472353926,123.68288002946616,10.557340708824837,8.73512885650894
43.0,146.00786101751183,151.57639418881627,122.95575321044119,114.59160388703044,8.4238011359003,12.923414346758124
44.0,151.09030575332122,156.67714034600172,139.97663989254454,112.20027368736281,22.254266110194155,10.697748644016965
45.0,147.24827736115373,152.969420492569,126.4833358459419,109.36733844697936,13.106382143685916,5.409364014508823
46.0,149.55401714867492,152.6093085989993,123.34377536966407,108.74064420777664,14.809766147127194,11.053533773002515
52.0,144.8367565691843,147.04742365331506,135.3670726537415,124.63254358236082,18.637041293424367,7.011645260740176
63.0,177.06583795583583,168.76989740094407,55.695302891248964,145.95684173328837,99.31460677447932,66.89986971437415
64.0,173.1376567029256,164.96448255797313,8.178485655988117,138.34410843229372,86.18783576026267,72.81030304305801
66.0,177.89324785920567,164.52549459945686,10.407167393591061,169.22376300125023,80.43795060102659,8.806949944411173
67.0,176.0009513992384,164.2065580997751,20.483769420901496,149.29231667162864,69.98093826885388,5.384925396212956
68.0,162.32118752025872,150.67517765335558,118.94631142279498,178.4252160356515,11.729753231583318,20.686778068728792
69.0,159.41974924631776,158.32291126361514,94.19346679687878,82.61838895675095,33.160289774198674,34.69010762688618
70.0,164.91796940124806,162.438811498612,14.266879616829433,58.39275623927325,59.20346670509285,73.18765031322779
71.0,179.73783653609468,164.02562684002652,43.789403938000504,113.03408898052786,81.6313886519415,83.09125826200422
73.0,162.70838657512567,168.0033507110889,111.16334100771216,132.3097351956396,16.725641666585886,25.205658326948043
74.0,161.0191046339188,167.6580337684302,142.48544123383587,132.00919449800097,44.48432099045423,36.42284227789556
75.0,160.8346769193855,163.36637486241193,171.89890817979696,151.06673837734314,116.42598588786335,83.93453325474455
77.0,161.66851322853353,164.67585008134418,131.54518699843447,141.29973838821513,41.21542707278546,49.82351217740695
78.0,163.40547904266046,169.8458697213206,167.09839483384135,138.16812628757864,49.93857958996407,32.9438724912565
79.0,162.3815033986821,165.49797318737714,150.22922406550322,133.56433187723596,27.64499666242364,28.2473907689781
80.0,163.76301234220784,167.07315633455946,170.14894684534977,158.18547483279607,34.75736376614235,33.04661607412005
80.0,161.96105463432335,158.22436183547802,146.5033729774514,146.58320661398616,3.485883878252829,10.834328425729511
80.0,163.25247641771819,159.076600506066,167.5314478369571,165.00359140487805,23.62268954543005,23.728632959582658
85.0,177.7002177280177,153.20655615778617,119.25999032373339,171.18323267907823,2.8266759135225454,41.80930490797015
86.0,172.02193076599949,156.5794747570531,106.82056624373375,169.5726521201886,10.953294924646489,41.893163413388784
87.0,178.7204920102263,160.6276373676623,112.9127446964218,176.9140743437743,10.720715376801756,26.624986075922106
88.0,176.09149158737304,158.28269914687507,143.33829852871955,161.4592680668237,24.92121298395218,42.76212136797867
88.0,178.2917918468024,153.32849296176434,127.07279145940629,163.803188215567,3.00728503484297,26.546071344140948
89.0,167.8590196612831,145.23618706278165,128.59267917335868,140.2312483766162,2.119286510699591,11.943735974088575
89.0,168.5294941274335,150.4285145175416,132.9986716589747,146.12037672343658,0.300697221289624,12.100759405156857
89.0,175.55287002653282,166.82541182701092,133.23206983276972,144.80628943794267,4.650785872090498,8.424620316772485
90.0,170.24001454388733,146.7523086591634,125.212761657442,132.23609860616165,2.8572026105706603,8.540796124275245
90.0,171.88176200323355,163.2027277655933,128.77017200743802,137.20082008167938,5.460547799394256,2.909349456314927
91.0,168.86123265998918,140.72421902767536,125.43566356418116,137.1887756573254,3.30676446247007,10.916855900658177
92.0,157.72859904218717,145.7924007566628,123.99071885067315,127.09448828122686,7.290311816031379,0.039159968336802686
92.0,168.40498561541148,161.96905956898593,110.15069016834025,121.87911674244343,25.73971032054031,9.664524358172562
93.0,165.3551105211513,148.29217151737936,157.8329098834904,151.60389808848444,38.27525024125686,32.776873690633884
94.0,146.1259365026765,126.81907057509592,128.90966452942084,128.55475601532964,17.041940048028362,16.594689759129853
95.0,153.3626404995403,136.13539235300902,114.73142890582463,111.88804690757944,6.780365050873151,8.025866845741579
96.0,157.55567865214752,132.56362358802517,122.43111464087713,102.61075254782956,5.109730680228734,11.67265726157424
97.0,141.39633399738213,122.68822042768846,111.27855919934905,122.96831061250305,3.94946710527562,8.565353980897683
97.0,175.13510138930573,177.36630713228502,160.25157072010276,158.66611613645475,25.790068364178595,34.82295206724958
98.0,149.56174035451858,132.9991800006475,114.64630636038513,123.7793672196922,1.4948033320565803,11.19123564699423
98.0,176.1372944202882,178.12378919864642,161.06645763411285,157.28616422188742,25.168503090491313,35.98665913830775
99.0,145.88455734324813,128.46738299615794,122.39479490066064,57.419373426197616,10.69302713991246,49.0568863306075
100.0,156.46619336007458,144.26048451510607,119.9060019552112,127.7375543672253,6.385180606325643,18.369051741667928
100.0,174.52112799546802,174.12222819630722,155.87396320102835,153.82359842336746,26.80035402588565,23.531407182654203
101.0,144.35803129852076,141.04674146353548,122.3772315108348,109.68343876774817,8.656376803009008,3.819505422895962
101.0,174.08018249776265,175.7952061660024,169.9712610920787,162.93125677232067,12.246894206275584,23.1248453197633
102.0,158.7479332378855,101.44048276227505,134.7699010043485,118.8511606981061,18.242062775630856,13.547283095663461
102.0,172.6448143221288,172.5895179765539,146.21357208679842,147.41426953779944,19.79858937842465,20.13218984690395
103.0,92.32212266881375,94.4790145240289,106.97676211460687,103.2356138415023,3.1515096890898406,6.776844877102767
103.0,174.60913319106746,176.73899073507394,171.30695776288098,165.3090301767192,9.486989732822341,17.92121487164982
104.0,90.94824803107831,94.07358478435792,109.87111656100888,102.17587550715069,5.405980956498667,6.686305298159214
104.0,175.34281552653806,173.89870117782436,154.61443828127932,159.23466608796858,18.002935585722668,22.67760526856712
105.0,164.90400423907963,114.58863740198233,107.99655606791742,99.04867937258152,8.644662036873635,5.463526925864772
106.0,93.29788567638603,97.93477480216414,90.8533568292145,69.98443442736594,8.016666394759964,11.408171971124949
107.0,90.864766512713,97.44843674186768,94.51601004894854,70.52143317716347,7.148305901109406,13.521205989579476
108.0,131.14597677164923,133.81780845300935,97.40525883172485,73.23646162657859,4.16520523752492,8.606725519696793
109.0,133.6339139773916,159.04023586101485,101.49857843106872,72.26359206714139,4.626501204965934,9.869638732305946
110.0,108.39267723918344,144.76365726071336,89.8813107614908,69.017341752123,4.997817560461189,10.53749691866966
111.0,87.73114122471172,21.36473754008255,90.26844053145595,68.07647444172648,5.173460322037141,9.011179880727708
112.0,88.26435309746572,25.381653864146134,85.58620844049598,69.99399494743803,11.127456675816092,6.4597865051662255
113.0,88.7554380643606,11.591949418088223,96.61839505025678,68.33936885782148,19.353606291663695,6.217048131999372
114.0,87.38668501413011,3.422538718190156,90.1040821445596,68.5905446661129,15.798785003000953,5.226257149419323
115.0,87.79059844186962,26.105933715319438,99.92520864498458,66.5835473618445,15.895958911808586,6.265024010462418
115.0,174.36813060580369,172.95014170900927,147.4344961930376,168.97724420190625,19.119654019969722,48.02090415662853
116.0,85.50970254020744,52.10003508743004,93.89471232735578,65.6430075331926,12.241395981387656,5.397443676349684
117.0,85.67160713564103,91.346443338721,71.11374252824136,66.46246335248783,12.98652164729933,4.95960965736323
118.0,97.08404536861897,90.71323111799754,52.53363086742513,67.77287399547576,14.348195853609637,1.9286422397037897
118.0,171.43759995059477,174.10687844867834,166.37328337637592,156.16680610662874,7.151034156115883,17.859803111353248
119.0,85.15963760016687,89.42099087561225,53.46035340610152,67.13622218083002,20.831284874979794,2.1750589128453113
119.0,173.09096021424995,176.32082818631693,160.14226253837342,149.22550433422674,7.108259023921996,18.3538243010029
120.0,84.16783051202835,92.42378528203531,87.24590277596602,67.12305929820148,16.94851723217922,2.4927901880538412
120.0,171.41145296960684,174.46716978697302,158.8097616243357,148.0673471824124,6.716041992484493,17.777270698128902
121.0,108.45153066071471,64.06021282603841,18.305729843825148,6.030918729683115,9.46647619394858,50.23110814949018
121.0,170.92564276695464,173.02443805327346,155.07650189333282,134.12691069891886,6.763030930648019,23.21799343371291
122.0,74.70326691363813,74.38523179987871,42.45463847842117,12.815198429605775,3.3854077618621647,45.46004122984
123.0,77.96471740204352,57.56451953444901,87.41090854583992,27.035581354244314,25.47036230844488,37.156456152999894
124.0,109.38282116653743,64.38104770077382,59.825109552751144,2.9517689958248847,9.627755431181088,52.99562841997168
125.0,78.74196139736658,67.25457238856302,85.3275996908672,43.35542562718531,4.5479171409205135,24.393943272558836
126.0,74.473214880303,69.69609854209311,81.51022293623355,51.398628534755545,7.811076727168289,10.77287018872793
127.0,69.55230922214787,63.254400107892586,61.91692954012486,40.19596020348299,10.732420844259783,16.306573834947077
128.0,124.97219956360806,65.32980722855214,75.64587553955188,45.869479224690025,12.845190642581947,11.698221636595624
129.0,109.4071163647675,89.61455815026628,146.41768531524247,156.37137975588186,64.5486987239251,83.57352433797152
130.0,60.97469025526402,57.28983951764151,82.19872312159984,38.91978919295136,29.425109863627775,21.888231611109603
131.0,88.21946709802974,66.88547094511797,72.16643165504229,51.83821828859788,19.128099155237337,0.3186085693170765
132.0,54.40375956221194,61.578585666519956,75.11414354007775,41.772406813340645,29.01470573445394,5.305944075811141
133.0,145.273679665617,76.87137535900533,66.99018926456934,55.229315328779215,19.10832753859288,3.009050242989851
134.0,133.62836620001363,95.05883296474413,64.50963321643523,56.62835811355531,16.929292941261945,7.503388237896291
135.0,138.776859223874,105.47752245651708,60.393049833982964,56.20147392557547,17.40953313163926,10.637455890304434
136.0,137.84867155493282,89.89889998252345,63.697040963948574,57.863878812063604,20.146061371153156,10.768941130974657
137.0,139.49045293892254,90.15208918807377,60.06254143551852,56.01328888691319,19.899335507499856,10.17299148578816
138.0,135.42575958753616,60.63538108557407,61.71708400239992,57.3934522850664,20.073816147040898,9.909609149253905
139.0,135.74943077367155,69.64040583510094,64.01524885559303,58.067253898208406,22.190782571863764,9.955402720069143
140.0,134.89122374455656,67.09233970190192,64.15859920918471,57.96715902204381,21.872680526877907,10.288255191258841
141.0,136.87804106473212,71.22279754953121,62.05702908967509,58.160210493775935,21.739334275231613,11.098387126664026
142.0,138.0053709842499,72.84263700966733,61.41725571761004,58.76826691975434,22.405400314215452,12.058104046481482
143.0,133.41553441745083,66.67283161305996,60.42739230187628,58.170244578604894,22.28577367460449,11.821973015583437
144.0,132.3764691065822,77.41087490820999,59.94266077073387,58.34581391394309,22.375204212466603,11.97943611978119
144.0,170.34057528500702,172.2297011266295,161.04251146416226,142.79059121100175,10.084615188138349,26.598901112056577
145.0,131.05586938016089,47.06844874912385,54.53093097820677,56.8001581800987,19.947255243082704,11.491071885745527
145.0,170.62656926989547,172.27525681203298,159.75360297733468,138.8212092252146,8.242472519611413,27.398945653051765
146.0,131.98081654409546,62.01880494725201,55.45511656866631,56.36340602123812,20.636233610126077,11.691297188069296
147.0,130.5509531654169,48.72676646246922,54.01475893408996,55.25316564734232,19.11080938478244,10.797744222879794
147.0,169.81438157746777,172.81994741266797,161.31848304616142,155.22198675695444,18.833681527050093,30.70052803160507
148.0,130.85894468175007,50.2199115435432,55.675415695363704,55.68597810422217,18.292850022708013,10.026476044132359
149.0,109.1019017475326,55.65019149748918,49.376773970924866,53.45489721234804,18.10001249261375,8.993583936776238
150.0,127.09382839876969,35.076913395058625,51.689601054857704,53.05246633488856,16.816307397788258,9.14823382686391
