frame,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
38,316.3672180175781,181.71719360351562,321.2766418457031,174.47116088867188,311.26611328125,175.12803649902344,329.0887145996094,171.8153839111328,304.9559020996094,173.87281799316406,332.7647399902344,190.58311462402344,300.2493591308594,194.0855255126953,338.6198425292969,232.09815979003906,307.3557434082031,242.61566162109375,370.85406494140625,253.46575927734375,349.6187438964844,253.6624755859375,323.2356872558594,243.11602783203125,303.79559326171875,245.50396728515625,319.73095703125,329.02587890625,310.5033874511719,333.2275390625,300.8695373535156,360.0,300.4726867675781,360.0
39,318.93365478515625,181.2781524658203,325.1767272949219,174.17355346679688,313.26702880859375,174.57162475585938,333.8623352050781,174.32525634765625,305.4739074707031,175.8140106201172,335.83538818359375,196.48150634765625,299.71600341796875,201.2696990966797,339.6214294433594,234.77362060546875,301.8699035644531,246.435546875,368.3873291015625,259.00726318359375,337.1665344238281,262.6160888671875,323.87738037109375,249.66900634765625,301.54571533203125,252.390869140625,319.7358093261719,330.818359375,306.7080383300781,335.41143798828125,300.3699951171875,360.0,294.88287353515625,360.0
40,324.69329833984375,181.54629516601562,329.10699462890625,175.3910675048828,318.70257568359375,175.96217346191406,334.8219909667969,174.99996948242188,309.13983154296875,176.67623901367188,337.6327819824219,196.11380004882812,302.9960632324219,199.87583923339844,346.63043212890625,233.23995971679688,310.6271057128906,244.19537353515625,366.14190673828125,254.49810791015625,342.84271240234375,258.9892883300781,325.7769775390625,252.80145263671875,304.92266845703125,255.07150268554688,317.9913330078125,329.1647644042969,310.0030517578125,333.8858947753906,298.7486572265625,360.0,300.9789123535156,360.0
41,314.82470703125,180.11807250976562,321.83587646484375,172.70140075683594,309.98297119140625,172.76754760742188,331.70623779296875,172.34408569335938,304.2427673339844,172.96441650390625,330.79351806640625,192.1547393798828,300.76812744140625,197.2338104248047,329.5016784667969,230.43685913085938,306.7129211425781,243.67588806152344,359.723388671875,260.2410888671875,342.6973571777344,261.5296630859375,318.68182373046875,246.83203125,299.4528503417969,249.53167724609375,316.9759216308594,330.03076171875,304.78961181640625,334.7344970703125,297.788330078125,360.0,292.8818054199219,360.0
43,319.2966613769531,180.80152893066406,327.5471496582031,172.42681884765625,313.6391296386719,172.9191131591797,339.06488037109375,171.34349060058594,307.22711181640625,172.92855834960938,333.83306884765625,191.677490234375,304.29547119140625,199.22323608398438,327.3465881347656,229.94859313964844,309.66259765625,247.96356201171875,358.9951171875,259.0257263183594,345.34564208984375,259.7699279785156,316.206298828125,245.78787231445312,298.44708251953125,249.4659423828125,312.0596923828125,328.600341796875,309.4348449707031,334.3402099609375,288.51959228515625,360.0,299.56072998046875,360.0
44,324.8982849121094,181.4615936279297,329.6158142089844,174.90591430664062,319.1106872558594,175.6971435546875,334.37384033203125,173.65325927734375,309.9135437011719,175.82232666015625,333.9437561035156,193.92967224121094,304.1240539550781,199.6795654296875,339.62652587890625,234.9378662109375,311.4043884277344,249.64447021484375,360.6573791503906,253.93206787109375,340.5116882324219,256.8532409667969,319.1508483886719,251.69216918945312,301.8190002441406,254.50320434570312,311.225341796875,327.7613830566406,308.16802978515625,333.027587890625,288.77069091796875,360.0,299.0382080078125,360.0
45,319.2740478515625,180.87594604492188,325.4036865234375,174.55227661132812,314.4985046386719,174.55514526367188,331.9683837890625,174.52069091796875,307.27294921875,175.1062774658203,329.3374328613281,195.95233154296875,300.651123046875,202.0812530517578,328.8633117675781,237.81077575683594,302.3943786621094,253.55569458007812,354.4610595703125,257.19287109375,329.2643127441406,261.990478515625,314.3926086425781,257.0021667480469,297.1336975097656,260.09393310546875,309.3572082519531,328.845458984375,303.5874328613281,333.900634765625,286.083740234375,360.0,293.02496337890625,360.0
46,318.8421325683594,180.7951202392578,325.02972412109375,174.6552734375,314.3946838378906,174.47866821289062,332.15484619140625,174.78646850585938,307.66680908203125,174.934814453125,329.31597900390625,196.09458923339844,301.0150451660156,201.05023193359375,328.3752746582031,236.84034729003906,305.3847961425781,250.80618286132812,354.3446044921875,254.7998046875,337.6336669921875,258.68048095703125,312.6011047363281,253.88226318359375,295.1745300292969,256.29913330078125,306.938232421875,327.4656066894531,299.7696533203125,331.795166015625,284.2868957519531,360.0,287.2665100097656,360.0
52,268.9406433105469,172.3787078857422,275.2435302734375,163.6329345703125,261.4548034667969,164.44290161132812,287.392578125,162.53533935546875,254.5134735107422,165.2668914794922,294.3489990234375,188.8267364501953,256.94769287109375,194.58660888671875,305.239990234375,228.89300537109375,263.6935729980469,244.07598876953125,339.83251953125,248.99411010742188,286.8887634277344,255.82855224609375,291.0780029296875,243.39990234375,270.6367492675781,246.49383544921875,286.90374755859375,326.2105407714844,284.88604736328125,329.63494873046875,260.45806884765625,360.0,271.85443115234375,360.0
63,240.27017211914062,8.108551025390625,243.4210662841797,3.169677734375,239.94351196289062,3.88970947265625,243.68507385253906,7.694061279296875,244.68487548828125,12.080474853515625,237.1734161376953,33.20471954345703,247.9425811767578,43.425506591796875,197.78106689453125,33.96269989013672,221.0214080810547,59.960418701171875,205.26565551757812,22.526077270507812,216.9700927734375,68.89208221435547,258.7273254394531,150.44754028320312,264.6424865722656,155.72999572753906,262.8748474121094,291.7908630371094,275.5022277832031,298.09271240234375,261.4065246582031,358.9017333984375,268.04583740234375,360.0
64,249.6201171875,6.05279541015625,252.04783630371094,0.703399658203125,248.40342712402344,1.3528289794921875,246.72560119628906,3.6014404296875,247.5244598388672,8.44964599609375,236.50497436523438,30.644638061523438,244.11988830566406,40.016075134277344,198.47171020507812,38.542320251464844,211.3274688720703,54.776222229003906,209.78097534179688,34.44633483886719,208.504638671875,61.08345031738281,253.1712646484375,150.4647216796875,258.4922180175781,156.34384155273438,261.0567626953125,292.5995788574219,277.7727355957031,300.92620849609375,256.8462219238281,357.9428405761719,270.0587158203125,360.0
66,229.0045166015625,25.369483947753906,230.65310668945312,19.20831298828125,232.4977264404297,19.51800537109375,233.93087768554688,17.22235107421875,251.5542449951172,20.06336212158203,224.34854125976562,41.614837646484375,272.221435546875,47.44849395751953,190.03208923339844,54.945823669433594,280.727783203125,88.37398529052734,215.83612060546875,39.04814147949219,301.0665588378906,137.43263244628906,249.18746948242188,161.89874267578125,278.22412109375,164.5369415283203,255.52362060546875,301.5928955078125,286.3763427734375,303.738037109375,256.0234069824219,360.0,274.2913513183594,360.0
67,220.90667724609375,23.846115112304688,223.26788330078125,17.93017578125,225.16278076171875,18.22296142578125,233.52418518066406,15.431808471679688,246.23806762695312,17.337799072265625,231.12188720703125,40.144935607910156,263.7744140625,41.17076110839844,198.16787719726562,59.50592041015625,269.00457763671875,71.92166137695312,225.64605712890625,54.68495178222656,293.7818603515625,101.07575225830078,253.562744140625,162.22572326660156,272.8879089355469,163.29722595214844,257.1134033203125,302.8338317871094,281.3875732421875,304.60406494140625,254.5649871826172,360.0,269.2574157714844,360.0
68,238.28726196289062,41.74620056152344,240.60633850097656,33.54107666015625,242.35760498046875,34.143157958984375,248.857421875,28.702163696289062,262.80938720703125,31.4488525390625,244.39599609375,60.8125,284.19415283203125,66.44945526123047,236.78143310546875,115.6721420288086,307.5343017578125,138.09848022460938,295.391845703125,159.59580993652344,328.9858703613281,198.28115844726562,252.53167724609375,182.41720581054688,278.7266540527344,184.87307739257812,262.5225524902344,312.16802978515625,290.3843078613281,317.81494140625,251.23696899414062,360.0,271.3251647949219,360.0
69,233.68580627441406,25.861328125,239.51553344726562,18.064697265625,235.26795959472656,18.666244506835938,257.8121032714844,12.756027221679688,248.182373046875,15.611251831054688,263.3287353515625,40.85279846191406,248.82550048828125,42.51853942871094,235.83807373046875,85.35735321044922,225.69168090820312,82.27556610107422,269.0706481933594,109.41130065917969,244.68028259277344,90.2625732421875,266.5031433105469,165.70108032226562,258.67706298828125,167.8109130859375,268.86590576171875,308.19464111328125,278.611083984375,313.7001953125,250.38800048828125,360.0,267.15606689453125,360.0
70,223.86744689941406,24.528411865234375,229.57333374023438,17.813323974609375,228.1562957763672,18.18829345703125,251.59005737304688,13.285247802734375,246.644287109375,15.366485595703125,258.4819641113281,35.049041748046875,245.59173583984375,36.0968017578125,221.81207275390625,59.8004150390625,203.25953674316406,53.70588684082031,242.57757568359375,52.34417724609375,207.05148315429688,29.821685791015625,265.2143249511719,154.6439208984375,257.8078918457031,156.91452026367188,265.6404113769531,306.4051513671875,279.71380615234375,311.83526611328125,251.3587188720703,360.0,271.6426696777344,360.0
71,214.08963012695312,25.190467834472656,216.3889923095703,19.190628051757812,221.33279418945312,20.396163940429688,232.76454162597656,12.627716064453125,248.45111083984375,16.4239501953125,238.80645751953125,31.537765502929688,257.5592346191406,31.217979431152344,192.797119140625,46.40437316894531,210.54763793945312,42.108184814453125,206.41305541992188,21.120880126953125,200.78245544433594,28.705276489257812,259.2611083984375,153.27194213867188,270.71173095703125,153.60690307617188,255.1710205078125,300.8394775390625,276.62249755859375,302.295654296875,253.80215454101562,360.0,262.5578918457031,360.0
73,254.530029296875,165.27926635742188,259.9685363769531,157.9402618408203,253.2753448486328,157.912353515625,277.1619873046875,143.8024139404297,252.91175842285156,145.03880310058594,278.17626953125,133.640380859375,251.68295288085938,138.84725952148438,267.41253662109375,149.47415161132812,262.47454833984375,165.03323364257812,286.6231689453125,177.29144287109375,299.73162841796875,178.5293426513672,267.5773010253906,167.29275512695312,250.17616271972656,169.56301879882812,267.0958251953125,304.5219421386719,271.5301818847656,306.6460876464844,249.61148071289062,360.0,268.600830078125,360.0
74,262.5503845214844,145.76162719726562,268.7263488769531,138.8696746826172,260.18646240234375,138.8095245361328,288.32159423828125,131.03717041015625,258.4728088378906,131.32208251953125,295.9910888671875,132.768798828125,253.0828094482422,133.8745880126953,304.01898193359375,155.77239990234375,269.9306640625,163.43917846679688,335.48223876953125,176.39845275878906,317.83203125,173.91123962402344,275.5427551269531,176.133056640625,248.0037841796875,176.8159637451172,270.3604736328125,305.88592529296875,267.92437744140625,307.8025817871094,249.29705810546875,360.0,264.5538330078125,360.0
75,265.7459411621094,200.83547973632812,272.0640563964844,193.1885528564453,262.17901611328125,193.59588623046875,291.9727478027344,181.57635498046875,258.3842468261719,183.26931762695312,293.407958984375,165.04481506347656,259.5643005371094,171.148193359375,298.98291015625,167.12808227539062,281.8148193359375,185.12318420410156,333.0960693359375,185.72023010253906,323.1390075683594,187.4325714111328,276.07696533203125,181.25387573242188,253.12448120117188,184.31301879882812,272.01336669921875,301.37615966796875,274.57354736328125,307.46795654296875,249.38897705078125,360.0,268.3523254394531,360.0
77,270.5351257324219,172.1407470703125,277.04541015625,164.0515594482422,266.8760681152344,164.40274047851562,298.3398742675781,149.28070068359375,261.716552734375,151.13052368164062,301.2911682128906,134.38742065429688,256.8130798339844,138.82528686523438,302.07305908203125,145.92706298828125,272.5800476074219,161.17123413085938,335.114990234375,171.43617248535156,318.43829345703125,174.40188598632812,279.8094787597656,162.54617309570312,250.08843994140625,164.6096649169922,270.3626708984375,304.2381896972656,271.8878173828125,307.8451843261719,247.66818237304688,360.0,265.7881774902344,360.0
78,285.93267822265625,129.33160400390625,292.681640625,121.36784362792969,279.7507019042969,121.05416870117188,307.6400146484375,109.09284973144531,267.0840759277344,109.51373291015625,310.5648193359375,105.67315673828125,253.979248046875,106.662109375,321.2472229003906,132.6492919921875,269.7748107910156,140.829833984375,341.8609924316406,162.6370391845703,325.6506652832031,164.96005249023438,282.9774475097656,156.83297729492188,246.6750946044922,157.7724609375,270.218994140625,303.36578369140625,267.54156494140625,306.10186767578125,247.8294677734375,360.0,265.52142333984375,360.0
79,281.6195983886719,122.54718017578125,284.6416931152344,115.6278076171875,277.302490234375,116.120361328125,292.0960388183594,105.01170349121094,265.9381408691406,107.70291137695312,296.13531494140625,105.40487670898438,252.8783721923828,110.50604248046875,304.44573974609375,140.7301788330078,273.8931884765625,153.12191772460938,330.671630859375,168.84503173828125,327.0588073730469,169.69683837890625,278.9731140136719,172.21510314941406,250.60409545898438,175.68289184570312,268.71575927734375,307.1212463378906,270.9579162597656,314.2874755859375,247.38731384277344,360.0,266.0339660644531,360.0
80,281.43426513671875,88.42770385742188,286.1797790527344,79.48460388183594,275.88262939453125,80.1881103515625,296.38812255859375,68.08642578125,263.7597351074219,70.50126647949219,301.46563720703125,71.28329467773438,255.28472900390625,76.11320495605469,315.98419189453125,110.58384704589844,282.413330078125,122.62200927734375,342.84710693359375,156.87548828125,329.3901672363281,159.2325897216797,280.9927673339844,150.54910278320312,251.49838256835938,153.76422119140625,270.6776123046875,305.00164794921875,270.0864562988281,313.76458740234375,250.5969696044922,360.0,264.98187255859375,360.0
85,260.4976501464844,59.88996887207031,264.1683349609375,49.2113037109375,263.0464782714844,47.55621337890625,263.8795471191406,31.909088134765625,269.33624267578125,30.442848205566406,243.43167114257812,33.67479705810547,293.0755310058594,41.13140106201172,248.61412048339844,63.71984100341797,332.572998046875,92.11653900146484,331.44268798828125,93.00769805908203,352.35784912109375,127.8863525390625,254.94912719726562,128.02252197265625,286.6651916503906,131.7835693359375,266.2662658691406,306.5838623046875,289.45263671875,312.314453125,271.81109619140625,360.0,266.2886657714844,360.0
86,247.561767578125,61.978736877441406,248.02418518066406,53.487403869628906,255.72935485839844,52.49952697753906,248.02476501464844,34.15052032470703,275.4426574707031,33.421478271484375,232.51852416992188,32.74134826660156,299.92999267578125,39.870445251464844,230.7176513671875,58.97247314453125,335.2840576171875,90.74899291992188,296.1468811035156,83.75881958007812,354.38287353515625,132.9166259765625,245.12069702148438,134.99661254882812,287.7422180175781,137.73617553710938,257.87353515625,308.0260009765625,287.681396484375,312.9467468261719,269.1043701171875,360.0,267.28021240234375,360.0
87,247.44522094726562,44.95692443847656,251.30645751953125,35.50458526611328,253.28945922851562,34.99048614501953,263.9331359863281,16.79132080078125,272.35845947265625,16.110382080078125,258.17535400390625,20.958633422851562,285.8004150390625,26.543678283691406,254.10105895996094,53.01029968261719,308.9317321777344,79.00140380859375,328.728271484375,96.36967468261719,335.29241943359375,131.00375366210938,264.4349060058594,124.00038146972656,280.8310241699219,127.07743835449219,264.6669616699219,306.6213073730469,281.40142822265625,313.83319091796875,265.92706298828125,360.0,265.32684326171875,360.0
88,283.7806396484375,86.06507110595703,286.0722961425781,77.71912384033203,285.22650146484375,76.43865203857422,281.0249328613281,57.97479248046875,280.04364013671875,57.081390380859375,265.3134460449219,54.449562072753906,276.67425537109375,59.50022888183594,275.248046875,82.7295150756836,301.6754455566406,96.05461883544922,339.65185546875,126.14126586914062,343.323486328125,127.54058837890625,256.91650390625,140.6290283203125,264.1081237792969,144.6785888671875,269.0879821777344,304.21771240234375,283.73406982421875,312.7093811035156,269.4254455566406,360.0,271.01361083984375,360.0
89,276.5379333496094,40.95330810546875,276.00616455078125,32.9097900390625,275.0967712402344,32.34880065917969,262.7590026855469,17.611907958984375,261.45916748046875,19.394577026367188,252.03778076171875,27.659805297851562,251.888671875,29.923416137695312,258.53082275390625,81.44218444824219,265.80517578125,78.71049499511719,327.6342468261719,124.13595581054688,327.3507385253906,120.71051025390625,262.3153381347656,150.9652862548828,260.7111511230469,156.82131958007812,269.32568359375,310.12005615234375,279.99273681640625,324.20208740234375,260.8722229003906,360.0,260.8040771484375,360.0
90,288.2221984863281,63.55523681640625,288.4934997558594,56.091461181640625,287.9814758300781,54.862030029296875,278.1488037109375,38.25408935546875,275.8000793457031,38.054931640625,266.00958251953125,40.7901611328125,260.6230163574219,41.771820068359375,268.9957580566406,81.61796569824219,267.31878662109375,80.83363342285156,334.30401611328125,120.90499877929688,329.1435546875,120.23442077636719,268.5802001953125,151.8447723388672,263.00323486328125,156.74078369140625,273.9585876464844,312.4820861816406,279.0241394042969,325.068603515625,267.4136657714844,360.0,260.5984802246094,360.0
91,286.5651550292969,68.28240966796875,286.2008972167969,60.998687744140625,285.8766174316406,59.86726379394531,273.58343505859375,42.984100341796875,272.6961364746094,43.248870849609375,260.6412353515625,45.901519775390625,260.07635498046875,45.59391784667969,265.02288818359375,82.71348571777344,267.4587097167969,77.31953430175781,331.77960205078125,119.18275451660156,329.12237548828125,119.05250549316406,267.5413513183594,159.33201599121094,264.58203125,163.82579040527344,274.49456787109375,314.5693664550781,280.8630065917969,326.6759338378906,267.6448059082031,360.0,258.75054931640625,360.0
92,284.03900146484375,44.42523193359375,286.606689453125,36.26750183105469,280.0272216796875,34.900146484375,278.7645568847656,19.97796630859375,259.7584533691406,19.426223754882812,268.93914794921875,25.793365478515625,240.75038146972656,27.53668212890625,266.9088439941406,68.00614929199219,246.3771514892578,68.96337890625,329.59814453125,114.80885314941406,326.0609130859375,113.7889175415039,279.08660888671875,153.68222045898438,258.6886291503906,160.28585815429688,280.6554870605469,314.81500244140625,278.02496337890625,329.6332702636719,262.66180419921875,360.0,262.08636474609375,360.0
93,277.10577392578125,97.94950103759766,276.2747497558594,92.14187622070312,275.83331298828125,91.40718841552734,266.3154296875,74.72953796386719,261.2471618652344,75.11471557617188,262.94635009765625,68.4432373046875,248.32147216796875,68.99749755859375,281.7861633300781,87.76278686523438,264.09942626953125,87.72296142578125,339.3555908203125,112.85823059082031,335.107421875,115.67464447021484,273.7342529296875,171.00607299804688,262.0804443359375,175.80584716796875,280.2989501953125,316.1591491699219,281.5946960449219,328.6759948730469,270.93597412109375,360.0,267.36358642578125,360.0
94,275.1104431152344,94.6540298461914,276.3415222167969,89.01573944091797,275.1147766113281,88.02272033691406,276.28936767578125,75.486083984375,269.8039855957031,75.14569091796875,276.20306396484375,75.36947631835938,258.2299499511719,75.0635986328125,282.25469970703125,91.29347229003906,264.4752197265625,90.36189270019531,352.4715881347656,114.2455825805664,343.15716552734375,113.44145202636719,283.026123046875,179.01229858398438,268.8232116699219,182.86538696289062,280.0027770996094,325.36444091796875,281.8802490234375,336.6048583984375,255.6988525390625,360.0,255.5977020263672,360.0
95,282.5445251464844,76.36839294433594,286.8974609375,68.33087158203125,279.91790771484375,67.1331787109375,292.6003723144531,48.368499755859375,267.7540283203125,46.67242431640625,292.0940246582031,43.68721008300781,247.70689392089844,41.28471374511719,289.935546875,75.38482666015625,247.93922424316406,71.7425537109375,354.95672607421875,110.87533569335938,338.88037109375,107.4754867553711,297.68426513671875,154.6239776611328,265.2505187988281,159.19430541992188,290.8570861816406,325.1043395996094,279.1755065917969,338.2352600097656,271.56927490234375,360.0,261.2867126464844,360.0
96,285.92498779296875,90.35187530517578,286.35882568359375,84.12370300292969,286.007568359375,83.097900390625,283.0371398925781,66.22238159179688,276.83087158203125,65.59243774414062,282.8734130859375,62.839508056640625,256.894775390625,61.904754638671875,287.39312744140625,86.03300476074219,255.8445281982422,80.80357360839844,357.841064453125,113.64700317382812,338.88433837890625,104.28829193115234,294.40875244140625,174.13539123535156,274.3806457519531,179.01951599121094,287.99462890625,327.296142578125,282.63177490234375,340.16717529296875,272.8539733886719,360.0,263.1385498046875,360.0
97,271.7961730957031,83.020751953125,270.25128173828125,75.6312255859375,266.87640380859375,75.49337768554688,260.9441833496094,58.41271209716797,247.88648986816406,60.60395812988281,266.04302978515625,60.35377502441406,233.33665466308594,61.040000915527344,272.15771484375,91.65605163574219,246.1244659423828,86.72570037841797,342.0921325683594,104.27127838134766,329.6908874511719,96.24922180175781,299.1011657714844,183.70599365234375,274.8818359375,189.65574645996094,292.0233154296875,337.4363708496094,283.182373046875,347.0071716308594,272.24267578125,360.0,265.106201171875,360.0
98,264.7734680175781,79.47492980957031,263.00994873046875,73.06295776367188,261.8581848144531,72.20863342285156,251.09873962402344,58.316680908203125,245.1471710205078,59.127685546875,255.5640106201172,62.39384460449219,231.38560485839844,63.321495056152344,266.5885925292969,95.22926330566406,247.6961212158203,91.68103790283203,343.02001953125,103.37947845458984,333.2403564453125,97.47493743896484,292.9118347167969,184.06068420410156,274.3296813964844,190.0965576171875,289.52740478515625,336.18426513671875,282.2712097167969,345.2689208984375,274.8111877441406,360.0,268.01025390625,360.0
99,285.36175537109375,94.82036590576172,287.78448486328125,87.69281768798828,282.191650390625,86.59968566894531,278.8905029296875,74.2069091796875,264.25494384765625,73.97125244140625,273.55908203125,76.78192138671875,245.79574584960938,78.75445556640625,280.9307556152344,94.27952575683594,232.87310791015625,97.42131042480469,354.86004638671875,106.71644592285156,334.7653503417969,101.18130493164062,300.2409973144531,200.688232421875,279.0156555175781,208.48605346679688,303.9728088378906,332.3694763183594,288.6068115234375,347.66534423828125,286.37554931640625,360.0,275.1031799316406,360.0
100,257.78662109375,72.01121520996094,256.7157287597656,65.38934326171875,254.61387634277344,64.3176040649414,246.19309997558594,52.67665100097656,239.3544158935547,52.59504699707031,253.49270629882812,61.91691589355469,229.77468872070312,63.09868621826172,269.89990234375,96.62516021728516,253.4041290283203,92.54032897949219,345.6681213378906,102.72809600830078,333.5829772949219,91.12336730957031,298.6043395996094,193.55926513671875,280.6009521484375,199.90553283691406,294.4372253417969,344.4272155761719,288.86407470703125,351.9369812011719,287.1371154785156,360.0,283.7019348144531,360.0
101,266.2539367675781,59.45880126953125,269.0526428222656,51.32501220703125,260.1993713378906,50.30322265625,262.52581787109375,42.74871826171875,238.41217041015625,42.040618896484375,268.65228271484375,57.773826599121094,225.29244995117188,60.06230926513672,286.9169921875,97.53819274902344,243.00613403320312,101.26750946044922,356.4290466308594,106.94502258300781,338.58795166015625,95.28932189941406,310.1249694824219,202.27264404296875,278.1875305175781,209.9082489013672,313.9413757324219,346.60693359375,291.3753356933594,355.7580871582031,304.8642578125,360.0,295.4888916015625,360.0
102,266.2881164550781,56.617279052734375,269.0162048339844,48.46290588378906,260.419189453125,47.28446960449219,260.41455078125,39.06846618652344,237.2828369140625,37.42420959472656,267.49554443359375,57.575416564941406,223.68597412109375,61.681358337402344,294.08758544921875,96.87762451171875,252.11740112304688,105.16024780273438,360.6136474609375,109.43274688720703,340.87725830078125,98.4395523071289,311.3012390136719,211.9658966064453,280.279541015625,220.31724548339844,312.33392333984375,348.7754821777344,292.9625549316406,357.75201416015625,316.7972106933594,360.0,313.7639465332031,360.0
